data,C,mm,ms,Humidity,hr,mj,result
2017-01-01,1.6,0.0,0.4,71.9,7.9,7.07,1181
2017-01-02,4.4,0.0,0.5,72.8,6.9,6.47,1067
2017-01-03,2.5,0.0,0.4,68.4,6.6,6.96,1193
2017-01-04,1.8,0.0,0.2,71.9,6.4,5.65,869
2017-01-05,4.5,0.0,0.9,68.1,2.0,3.85,577
2017-01-06,5.7,0.0,1.2,60.5,7.6,7.32,1197
2017-01-07,3.8,0.0,0.4,69.9,2.3,4.25,608
2017-01-08,6.9,2.9,0.7,76.4,3.3,5.04,794
2017-01-09,4.7,0.0,1.7,57.4,7.5,7.03,1094
2017-01-10,0.8,0.0,1.1,55.8,8.7,8.37,1321
2017-01-11,-0.1,0.0,1.4,33.0,8.6,7.67,1232
2017-01-12,0.8,0.0,1.4,55.3,6.9,7.57,792
2017-01-13,-0.2,0.0,2.0,44.9,7.3,6.54,848
2017-01-14,-2.8,0.0,3.0,34.3,8.8,8.76,1442
2017-01-15,-2.8,0.0,1.4,32.4,8.9,8.85,1398
2017-01-16,-2.4,0.0,0.9,39.8,8.8,8.71,1391
2017-01-17,-1.8,0.0,0.4,50.0,4.5,5.53,765
2017-01-18,1.2,0.0,0.9,49.4,6.6,6.57,914
2017-01-19,-0.5,0.0,0.4,59.1,7.6,6.61,1026
2017-01-20,-0.6,0.0,2.5,50.1,7.1,6.31,1056
2017-01-21,-1.9,0.0,1.2,55.1,7.9,7.13,980
2017-01-22,-0.7,0.0,2.5,42.4,8.8,8.93,1444
2017-01-23,-3.5,0.0,1.8,39.8,9.0,9.12,1473
2017-01-24,-3.4,0.0,1.2,44.1,9.2,9.66,1474
2017-01-25,-3.1,0.0,0.5,49.0,9.2,9.7,1409
2017-01-26,-0.2,0.0,0.8,45.8,9.0,9.49,1347
2017-01-27,4.7,0.0,1.9,33.6,6.6,8.51,1400
2017-01-28,1.9,0.0,0.7,45.1,8.8,9.22,1344
2017-01-29,3.6,4.6,0.6,80.9,0.1,1.1,176
2017-01-30,1.5,0.6,2.7,47.9,8.9,9.47,1499
2017-01-31,-1.1,0.0,0.6,50.9,9.4,9.43,1431
2017-02-01,0.9,0.0,1.8,34.6,7.6,8.89,1458
2017-02-02,0.6,0.0,1.1,37.9,9.5,10.77,1553
2017-02-03,1.1,0.0,0.6,48.8,8.4,8.27,1184
2017-02-04,5.7,1.7,0.7,49.1,3.5,6.29,846
2017-02-05,6.3,2.7,1.5,67.3,4.6,7.16,637
2017-02-06,2.1,0.0,1.9,40.9,9.6,10.33,1544
2017-02-07,1.2,0.0,0.6,49.8,5.1,7.56,1148
2017-02-08,2.9,0.0,0.9,45.5,0.6,4.79,720
2017-02-09,0.1,0.0,3.0,31.5,8.6,10.65,1647
2017-02-10,-2.4,0.0,2.6,35.9,9.9,10.83,1639
2017-02-11,-1.0,0.0,2.1,37.4,9.9,11.04,1661
2017-02-12,-0.6,0.0,0.8,48.9,10.0,11.75,1624
2017-02-13,1.8,0.0,0.7,50.0,9.4,9.85,1325
2017-02-14,2.2,0.0,0.9,49.5,10.1,11.36,1557
2017-02-15,2.2,0.0,0.5,49.6,10.0,10.84,1492
2017-02-16,6.7,2.5,1.0,66.6,8.9,9.92,1251
2017-02-17,10.2,0.4,2.2,44.1,8.6,9.67,1457
2017-02-18,2.9,0.0,1.6,19.6,10.0,11.85,1693
2017-02-19,3.7,0.0,0.9,50.6,8.5,9.93,1455
2017-02-20,7.4,0.4,2.7,45.3,6.9,9.13,1493
2017-02-21,1.6,0.0,0.6,48.3,9.8,11.6,1606
2017-02-22,3.4,30.1,0.4,84.5,0.1,0.85,187
2017-02-23,4.1,0.0,2.6,42.6,7.1,9.99,1299
2017-02-24,2.5,0.0,2.2,31.1,10.5,12.72,1843
2017-02-25,2.3,0.0,0.8,49.6,10.4,12.14,1651
2017-02-26,3.0,0.0,0.7,54.5,9.9,9.78,1357
2017-02-27,5.1,0.0,0.8,60.1,8.8,11.29,1553
2017-02-28,5.1,0.0,0.8,55.9,10.4,12.04,1659
2017-03-01,6.5,0.6,1.0,61.3,7.5,10.01,1380
2017-03-02,4.5,1.3,2.5,50.6,10.4,12.53,1790
2017-03-03,4.0,0.0,0.9,48.6,10.5,13.2,1731
2017-03-04,5.6,0.0,0.9,57.8,9.8,12.1,1706
2017-03-05,6.3,0.0,0.7,59.4,5.7,8.68,1319
2017-03-06,4.7,0.0,2.5,32.6,10.2,13.65,1866
2017-03-07,1.2,0.0,2.0,35.4,9.9,13.58,1875
2017-03-08,1.0,0.0,1.7,47.5,10.4,13.52,1841
2017-03-09,5.1,0.0,2.4,37.5,10.7,13.5,1764
2017-03-10,5.6,0.0,1.0,42.0,10.7,13.91,1804
2017-03-11,6.3,0.0,0.9,41.9,10.6,13.27,1678
2017-03-12,8.3,0.0,0.9,49.3,9.0,12.61,1507
2017-03-13,9.3,0.0,1.2,47.8,8.4,11.42,1409
2017-03-14,8.4,0.0,1.8,43.4,10.5,13.81,1815
2017-03-15,5.5,0.0,1.1,43.0,10.9,14.17,1797
2017-03-16,6.5,0.0,1.0,56.0,6.7,10.01,1483
2017-03-17,6.5,0.0,1.0,49.5,10.9,13.93,1728
2017-03-18,7.1,0.0,0.7,51.3,5.6,8.84,1268
2017-03-19,8.5,0.0,1.0,53.8,10.3,13.51,1695
2017-03-20,7.1,7.9,0.8,75.4,0.0,3.35,510
2017-03-21,9.2,2.3,1.6,54.4,10.6,14.01,1761
2017-03-22,6.9,0.0,0.8,55.4,4.8,10.4,1409
2017-03-23,9.3,0.0,0.8,49.4,4.6,9.1,1280
2017-03-24,8.1,0.0,1.0,61.3,0.7,6.4,870
2017-03-25,6.3,10.9,1.0,85.1,0.1,2.66,570
2017-03-26,6.5,0.7,1.1,78.4,4.0,9.07,1097
2017-03-27,5.6,0.0,1.2,60.8,8.0,10.99,1363
2017-03-28,7.4,0.6,1.1,55.6,9.5,13.21,1654
2017-03-29,7.0,4.5,0.8,86.6,0.2,1.88,314
2017-03-30,10.6,0.0,1.2,62.4,8.7,14.47,1819
2017-03-31,9.9,2.6,1.1,69.9,1.8,6.82,778
2017-04-01,7.7,0.6,1.1,78.9,2.9,8.04,1103
2017-04-02,8.4,0.0,1.4,58.8,9.6,14.24,1628
2017-04-03,11.0,0.0,1.1,45.9,11.6,16.26,1977
2017-04-04,12.6,0.0,1.1,43.5,10.3,14.77,1781
2017-04-05,13.4,48.5,1.3,77.4,0.4,2.39,256
2017-04-06,15.6,15.7,1.5,86.4,0.2,2.73,222
2017-04-07,15.0,0.0,1.2,69.5,8.5,14.38,1638
2017-04-08,16.3,0.0,0.9,62.6,10.3,15.46,1824
2017-04-09,14.9,0.0,1.7,56.4,4.0,8.77,1211
2017-04-10,13.5,0.1,2.2,45.3,7.9,14.27,1810
2017-04-11,13.2,11.5,1.7,59.0,6.7,11.61,1587
2017-04-12,14.0,0.0,2.4,23.0,9.8,14.98,1863
2017-04-13,13.7,0.0,1.6,42.5,11.7,15.21,1768
2017-04-14,15.2,0.0,2.1,49.0,9.0,12.73,1908
2017-04-15,18.0,0.0,1.9,59.8,10.7,15.35,1888
2017-04-16,16.8,0.0,1.0,62.0,9.8,15.89,1794
2017-04-17,14.2,16.5,0.8,88.6,0.1,1.16,189
2017-04-18,14.7,0.0,1.9,60.4,9.0,14.52,1865
2017-04-19,14.6,0.0,1.8,36.1,12.2,17.27,2121
2017-04-20,13.0,0.2,1.0,52.6,2.3,7.21,987
2017-04-21,14.3,0.0,1.0,56.1,8.1,14.93,1804
2017-04-22,12.5,0.0,0.9,68.0,8.8,13.48,1550
2017-04-23,14.1,0.0,1.3,63.4,10.8,16.83,2036
2017-04-24,14.6,0.0,1.2,59.9,9.6,16.85,2158
2017-04-25,17.3,0.1,1.3,68.1,4.8,10.61,1357
2017-04-26,14.7,1.7,0.9,71.6,3.7,8.05,1025
2017-04-27,14.7,0.0,2.0,29.5,9.5,15.71,1876
2017-04-28,15.4,0.0,2.0,38.8,12.1,17.2,2043
2017-04-29,17.6,0.0,1.5,41.0,12.3,17.27,2079
2017-04-30,19.6,0.0,1.5,45.6,11.5,15.76,1964
2017-05-01,17.1,0.0,1.4,52.6,11.7,16.11,1636
2017-05-02,15.7,0.0,0.9,49.6,9.2,15.19,1816
2017-05-03,16.6,0.0,1.0,54.3,12.5,17.78,2082
2017-05-04,17.9,0.6,1.1,61.0,10.2,14.53,1656
2017-05-05,17.5,4.0,0.6,88.3,0.2,3.97,504
2017-05-06,17.6,0.0,1.2,41.9,7.0,14.46,1898
2017-05-07,17.6,0.0,1.7,40.6,12.3,17.37,2103
2017-05-08,17.7,0.0,1.0,50.3,5.3,10.81,1394
2017-05-09,13.6,25.3,1.0,88.0,0.1,1.63,293
2017-05-10,16.6,0.1,1.1,74.8,5.3,10.04,821
2017-05-11,19.9,0.0,1.3,61.6,9.1,15.39,1840
2017-05-12,17.0,9.1,0.8,85.4,0.0,2.19,349
2017-05-13,18.2,0.0,1.3,68.8,10.2,16.87,1952
2017-05-14,17.2,0.0,1.4,42.9,12.9,18.79,2238
2017-05-15,16.0,0.0,1.1,49.0,11.4,16.56,2102
2017-05-16,16.5,0.0,1.0,60.6,8.6,14.65,1589
2017-05-17,17.1,0.0,0.9,60.5,10.8,16.44,1928
2017-05-18,18.8,0.0,0.9,58.0,12.4,18.32,2165
2017-05-19,20.3,0.0,1.0,53.8,13.0,18.69,2200
2017-05-20,19.6,0.0,1.1,52.6,10.6,15.96,1897
2017-05-21,19.3,0.0,1.0,59.8,9.0,14.56,1919
2017-05-22,19.6,0.0,1.2,56.6,13.0,18.65,2212
2017-05-23,18.9,0.0,1.0,67.6,6.3,12.91,1593
2017-05-24,20.2,3.9,1.1,73.9,5.0,11.04,1466
2017-05-25,21.5,0.0,1.9,51.9,11.0,18.44,2110
2017-05-26,17.4,0.0,1.6,43.8,13.3,19.78,2382
2017-05-27,17.5,0.0,1.3,54.1,13.3,19.24,2308
2017-05-28,18.7,0.0,1.2,58.0,12.4,17.27,2087
2017-05-29,23.5,0.0,1.0,51.6,12.2,17.94,2103
2017-05-30,23.4,0.0,0.8,51.6,8.2,14.0,1681
2017-05-31,21.3,0.8,1.4,69.3,7.4,13.78,1694
2017-06-01,23.4,0.0,1.6,58.1,8.8,14.48,1820
2017-06-02,20.0,0.0,1.8,49.3,13.2,19.1,2259
2017-06-03,21.1,0.0,1.5,47.0,11.7,18.43,2228
2017-06-04,19.8,0.0,1.2,46.8,13.1,19.76,2246
2017-06-05,19.5,0.0,1.3,50.5,9.7,15.99,2022
2017-06-06,17.2,10.7,0.9,68.6,0.1,5.38,784
2017-06-07,19.6,12.6,1.8,72.3,2.9,9.7,1132
2017-06-08,21.3,0.0,1.2,54.6,13.2,19.79,2360
2017-06-09,22.6,0.0,1.4,49.6,11.8,18.29,2144
2017-06-10,22.0,0.0,1.4,63.8,5.8,13.01,1693
2017-06-11,20.6,2.3,1.5,59.0,7.2,14.87,1858
2017-06-12,19.0,0.0,1.4,56.5,7.7,13.86,1701
2017-06-13,18.8,0.3,1.2,65.8,6.5,13.32,1782
2017-06-14,20.9,0.0,1.4,61.1,12.9,19.61,2240
2017-06-15,23.3,0.0,1.2,48.8,12.9,18.62,2169
2017-06-16,21.8,0.0,1.2,57.6,12.5,17.35,2053
2017-06-17,22.0,0.0,1.3,54.4,12.2,17.49,2091
2017-06-18,22.6,0.0,1.2,58.0,12.5,18.04,2128
2017-06-19,24.1,0.0,1.4,54.5,12.2,17.52,2043
2017-06-20,21.2,10.3,1.0,73.3,0.2,5.31,763
2017-06-21,22.5,0.0,1.3,66.6,7.5,14.33,1869
2017-06-22,23.5,0.0,1.3,62.9,10.9,17.31,2002
2017-06-23,23.8,0.0,1.1,62.9,6.7,11.22,1983
2017-06-24,23.1,0.0,1.2,64.3,5.9,16.62,1694
2017-06-25,23.3,0.5,1.3,71.5,5.3,13.57,1405
2017-06-26,21.7,10.5,0.9,84.5,0.0,4.13,721
2017-06-27,22.8,0.0,1.0,70.1,1.2,11.07,1165
2017-06-28,23.4,0.0,1.1,66.6,9.1,18.9,1793
2017-06-29,22.0,4.8,0.8,78.8,0.3,7.27,781
2017-06-30,24.1,0.0,1.1,75.9,2.6,11.97,1203
2017-07-01,25.9,0.0,1.8,74.0,3.2,13.3,1377
2017-07-02,26.0,1.4,1.5,79.3,0.6,8.01,1072
2017-07-03,26.6,0.3,1.6,72.6,2.1,9.47,1383
2017-07-04,26.1,1.9,1.2,80.5,3.9,13.38,1337
2017-07-05,25.8,17.6,1.2,81.8,6.2,15.67,1371
2017-07-06,24.8,5.2,1.0,89.6,0.1,6.28,580
2017-07-07,25.2,0.3,0.9,90.4,0.6,7.86,791
2017-07-08,25.5,7.1,1.0,91.9,0.9,6.4,622
2017-07-09,26.8,0.0,1.2,84.3,7.2,16.33,1654
2017-07-10,26.9,0.0,1.9,85.8,0.6,7.36,855
2017-07-11,26.1,0.0,1.7,78.5,0.9,10.18,1029
2017-07-12,27.4,0.0,1.2,75.6,11.2,20.71,2055
2017-07-13,26.8,0.0,1.1,78.3,10.4,20.76,2026
2017-07-14,26.7,0.0,1.2,81.9,3.8,13.16,1375
2017-07-15,27.0,0.0,1.2,80.0,0.3,8.22,937
2017-07-16,28.8,0.0,1.8,73.6,8.9,17.84,1947
2017-07-17,26.6,4.8,1.2,83.1,2.0,9.87,1192
2017-07-18,26.7,1.9,0.9,83.6,2.5,11.38,984
2017-07-19,27.8,0.0,1.0,73.5,9.0,17.14,1865
2017-07-20,28.5,0.0,1.1,78.1,9.2,18.17,1501
2017-07-21,30.2,0.0,1.4,73.5,10.5,17.83,1753
2017-07-22,30.0,0.0,1.3,72.9,10.3,18.33,1813
2017-07-23,29.0,0.0,1.2,78.5,0.1,9.81,994
2017-07-24,29.7,0.1,0.9,79.4,5.4,13.11,1309
2017-07-25,27.3,17.2,0.9,87.4,1.9,8.24,899
2017-07-26,26.1,0.0,1.3,69.9,7.4,16.07,1579
2017-07-27,25.7,0.0,1.2,64.1,12.8,22.1,2134
2017-07-28,27.2,0.0,1.0,68.0,10.2,19.08,1956
2017-07-29,25.9,0.0,1.0,80.9,0.0,5.4,660
2017-07-30,26.8,0.0,1.2,78.6,4.4,13.87,1275
2017-07-31,26.2,38.2,0.8,87.0,0.2,7.89,917
2017-08-01,27.3,0.0,1.2,81.5,7.8,17.69,1617
2017-08-02,26.9,0.0,1.1,81.5,4.3,12.59,1106
2017-08-03,27.5,0.0,1.4,71.8,12.2,19.76,1711
2017-08-04,28.9,0.0,1.2,71.0,11.1,17.7,1854
2017-08-05,29.6,0.0,1.4,68.9,12.0,19.93,1767
2017-08-06,30.9,0.0,1.2,62.5,12.2,19.54,1845
2017-08-07,30.5,0.0,1.4,60.3,12.3,19.07,1942
2017-08-08,28.0,0.0,1.0,70.5,4.1,11.46,1280
2017-08-09,26.7,0.2,0.8,87.0,0.6,6.08,604
2017-08-10,28.8,0.0,1.4,72.4,7.4,18.29,1475
2017-08-11,26.6,28.8,1.2,78.8,6.1,14.11,1390
2017-08-12,25.8,0.0,1.1,76.3,6.9,14.35,1467
2017-08-13,24.1,1.6,1.0,76.1,0.1,7.19,873
2017-08-14,22.0,48.5,0.7,96.6,0.0,1.52,248
2017-08-15,22.8,5.7,0.5,95.4,0.0,2.41,360
2017-08-16,26.3,0.8,0.7,85.5,5.4,12.54,1264
2017-08-17,26.8,0.8,0.8,80.0,6.7,16.75,1355
2017-08-18,26.6,0.0,1.1,77.4,8.2,16.91,1555
2017-08-19,25.7,12.8,0.9,85.3,1.3,8.28,931
2017-08-20,24.8,26.2,0.9,91.3,1.3,6.92,821
2017-08-21,25.3,20.2,1.1,90.8,3.4,10.14,1097
2017-08-22,26.1,8.1,1.0,88.8,4.9,10.85,1299
2017-08-23,28.3,11.6,1.3,77.3,9.9,17.17,1699
2017-08-24,29.4,0.3,2.2,68.3,9.6,14.35,1297
2017-08-25,27.6,0.8,1.1,66.9,6.2,12.61,1334
2017-08-26,23.6,0.0,0.9,54.5,12.1,20.67,1986
2017-08-27,22.9,0.0,0.8,61.8,12.1,19.79,1902
2017-08-28,24.9,0.0,1.0,71.0,8.6,15.43,1633
2017-08-29,26.9,0.0,1.5,55.6,9.8,17.77,1706
2017-08-30,22.3,0.0,1.6,45.8,4.4,12.9,1391
2017-08-31,21.9,0.0,1.1,59.8,9.9,17.46,1773
2017-09-01,22.7,0.0,1.5,50.8,10.5,19.18,1799
2017-09-02,20.2,0.0,1.0,63.0,6.1,13.1,1313
2017-09-03,21.5,0.0,1.1,61.0,11.0,18.86,1796
2017-09-04,21.8,0.0,0.9,69.5,4.3,11.13,1182
2017-09-05,21.5,0.7,0.9,76.3,0.1,4.82,564
2017-09-06,20.8,32.3,0.6,86.4,0.0,3.49,416
2017-09-07,20.6,1.0,0.5,81.0,3.7,8.51,882
2017-09-08,22.3,0.0,0.5,73.8,9.6,18.46,1603
2017-09-09,22.2,0.0,0.7,70.8,8.8,14.67,1408
2017-09-10,22.6,0.0,0.9,68.8,6.4,14.31,1365
2017-09-11,20.9,74.4,0.8,87.5,0.0,3.28,357
2017-09-12,22.9,0.0,0.8,70.5,11.2,18.19,1721
2017-09-13,20.6,0.0,0.9,62.9,11.3,18.76,1820
2017-09-14,20.3,0.0,1.2,65.5,10.4,17.89,1585
2017-09-15,20.0,0.0,1.5,58.8,2.2,10.38,1154
2017-09-16,21.5,0.0,2.1,56.8,1.0,8.18,887
2017-09-17,22.2,0.0,2.4,65.9,1.1,6.59,726
2017-09-18,20.8,0.0,0.7,71.0,9.5,15.38,1573
2017-09-19,21.7,0.0,1.0,70.6,7.7,12.18,1265
2017-09-20,20.6,0.0,0.9,65.4,3.0,8.5,956
2017-09-21,18.2,0.0,0.7,70.0,9.9,14.77,1496
2017-09-22,19.3,0.0,0.7,70.0,9.0,15.61,1606
2017-09-23,19.6,0.0,0.7,69.3,7.5,12.49,1211
2017-09-24,20.5,0.0,0.8,69.8,9.3,14.62,1351
2017-09-25,21.7,0.0,0.8,72.5,9.4,14.78,1468
2017-09-26,22.1,0.0,1.0,65.0,10.6,15.36,1507
2017-09-27,19.2,8.2,1.4,81.5,0.0,3.36,320
2017-09-28,20.1,0.0,1.1,63.0,8.6,15.01,1362
2017-09-29,15.8,0.0,0.8,58.3,10.2,16.12,1585
2017-09-30,15.7,0.0,0.7,59.3,10.6,16.83,1657
2017-10-01,14.9,25.3,0.7,81.1,0.1,3.37,432
2017-10-02,21.1,37.4,0.8,79.8,1.2,7.08,773
2017-10-03,20.7,10.8,1.0,75.6,7.6,12.85,1270
2017-10-04,18.6,0.0,1.4,67.0,5.9,12.31,921
2017-10-05,16.9,2.9,1.1,68.6,0.4,5.94,683
2017-10-06,16.2,7.8,0.6,87.3,0.0,3.13,336
2017-10-07,18.8,0.0,0.7,82.4,3.6,9.33,874
2017-10-08,20.4,0.0,0.7,75.4,8.9,14.79,1405
2017-10-09,20.9,0.0,0.7,75.0,10.5,14.14,1440
2017-10-10,21.6,0.0,0.6,78.3,7.2,13.34,1346
2017-10-11,21.1,0.0,1.0,72.8,2.1,6.18,593
2017-10-12,14.4,18.6,1.2,79.1,0.0,1.1,181
2017-10-13,14.3,0.0,1.1,58.9,10.4,15.39,1656
2017-10-14,15.8,0.0,1.2,50.1,6.3,11.93,1380
2017-10-15,14.7,2.8,0.8,75.8,0.5,4.86,583
2017-10-16,15.6,0.0,1.3,66.1,0.1,4.09,480
2017-10-17,14.9,0.0,0.7,75.4,3.6,7.46,899
2017-10-18,15.9,0.0,1.4,61.9,0.1,4.41,519
2017-10-19,16.6,0.0,1.2,61.4,4.8,10.58,1119
2017-10-20,15.9,0.0,0.9,68.6,9.4,13.04,1296
2017-10-21,15.7,0.0,1.4,62.9,9.8,12.83,1440
2017-10-22,17.7,0.0,3.4,45.4,9.6,12.56,1376
2017-10-23,14.9,0.0,1.4,48.4,9.3,12.95,1439
2017-10-24,11.4,0.1,0.5,76.4,3.3,5.54,747
2017-10-25,11.3,0.0,0.5,72.5,9.9,12.88,1394
2017-10-26,11.8,0.0,0.6,73.6,6.1,10.26,1226
2017-10-27,13.1,0.0,0.7,69.8,9.5,11.75,1306
2017-10-28,16.1,0.0,1.0,69.9,2.3,6.76,710
2017-10-29,15.1,0.0,2.2,48.1,9.7,11.33,1241
2017-10-30,9.0,0.0,1.4,39.9,9.8,13.55,1539
2017-10-31,8.1,0.0,0.9,58.0,9.7,12.99,1458
2017-11-01,9.9,0.0,0.7,61.9,9.7,12.53,1398
2017-11-02,11.0,0.0,0.5,74.0,9.0,9.74,1089
2017-11-03,12.1,0.0,0.8,65.5,7.3,10.05,1148
2017-11-04,8.8,0.0,1.4,51.5,9.6,12.16,1402
2017-11-05,6.7,0.0,0.6,67.4,9.5,12.2,1395
2017-11-06,8.2,0.0,0.7,71.0,9.2,11.66,1359
2017-11-07,13.0,0.0,0.6,74.9,4.7,7.01,759
2017-11-08,15.3,0.0,1.3,53.8,6.8,9.8,1234
2017-11-09,9.8,0.0,0.6,61.4,9.3,10.98,1251
2017-11-10,12.7,0.0,1.8,61.1,5.5,7.35,966
2017-11-11,8.6,0.0,1.9,36.5,9.4,11.81,1375
